"iteration","accuracy","mean_C"
1,0.6,6.0004
2,0.516666666666667,4.0006
3,0.55,4.0006
4,0.566666666666667,26.0002
5,0.516666666666667,2.0008
6,0.483333333333333,6.0004
7,0.55,24.0004
8,0.533333333333333,2.0008
9,0.533333333333333,22.0006
10,0.65,206.0002
11,0.533333333333333,44.0002
12,0.516666666666667,6.0004
13,0.583333333333333,206.0002
14,0.55,8.0002
15,0.55,4.0006
16,0.6,204.0004
17,0.566666666666667,8.0002
18,0.533333333333333,206.0002
19,0.5,0.001
20,0.6,42.0004
21,0.516666666666667,4.0006
22,0.583333333333333,6.0004
23,0.45,202.0006
24,0.583333333333333,6.0004
25,0.583333333333333,6.0004
26,0.5,202.0006
27,0.55,24.0004
28,0.566666666666667,24.0004
29,0.516666666666667,26.0002
30,0.516666666666667,6.0004
31,0.55,4.0006
32,0.533333333333333,206.0002
33,0.566666666666667,6.0004
34,0.5,222.0004
35,0.566666666666667,4.0006
36,0.55,4.0006
37,0.55,24.0004
38,0.516666666666667,6.0004
39,0.55,24.0004
40,0.55,4.0006
41,0.533333333333333,22.0006
42,0.466666666666667,4.0006
43,0.516666666666667,6.0004
44,0.55,26.0002
45,0.5,4.0006
46,0.516666666666667,6.0004
47,0.6,6.0004
48,0.55,200.0008
49,0.583333333333333,4.0006
50,0.533333333333333,6.0004
51,0.516666666666667,2.0008
52,0.566666666666667,4.0006
53,0.566666666666667,6.0004
54,0.566666666666667,402.0004
55,0.6,44.0002
56,0.433333333333333,24.0004
57,0.483333333333333,2.0008
58,0.6,8.0002
59,0.583333333333333,8.0002
60,0.566666666666667,6.0004
61,0.583333333333333,6.0004
62,0.483333333333333,6.0004
63,0.516666666666667,4.0006
64,0.5,24.0004
65,0.533333333333333,6.0004
66,0.566666666666667,6.0004
67,0.483333333333333,4.0006
68,0.5,42.0004
69,0.516666666666667,26.0002
70,0.55,6.0004
71,0.55,6.0004
72,0.583333333333333,6.0004
73,0.516666666666667,4.0006
74,0.516666666666667,404.0002
75,0.516666666666667,2.0008
76,0.516666666666667,4.0006
77,0.516666666666667,24.0004
78,0.533333333333333,22.0006
79,0.55,224.0002
80,0.6,8.0002
81,0.516666666666667,2.0008
82,0.566666666666667,4.0006
83,0.566666666666667,4.0006
84,0.533333333333333,202.0006
85,0.566666666666667,40.0006
86,0.533333333333333,240.0004
87,0.55,4.0006
88,0.516666666666667,6.0004
89,0.516666666666667,24.0004
90,0.516666666666667,4.0006
91,0.5,6.0004
92,0.6,208
93,0.516666666666667,2.0008
94,0.533333333333333,4.0006
95,0.566666666666667,6.0004
96,0.516666666666667,200.0008
97,0.583333333333333,4.0006
98,0.533333333333333,4.0006
99,0.533333333333333,22.0006
100,0.533333333333333,4.0006
