"iteration","accuracy","mean_C","mean_gamma"
1,0.616666666666667,18.9740659610103,0.00712455532033676
2,0.6,31.6227766016838,0.0132491106406735
3,0.533333333333333,18.9740659610103,0.0132491106406735
4,0.566666666666667,25.298421281347,0.0193736659610103
5,0.533333333333333,25.298421281347,0.0193736659610103
6,0.566666666666667,18.9740659610103,0.00712455532033676
7,0.583333333333333,18.9740659610103,0.025498221281347
8,0.566666666666667,12.6497106406735,0.21917366596101
9,0.566666666666667,12.6497106406735,0.0193736659610103
10,0.5,25.298421281347,0.0132491106406735
11,0.566666666666667,18.9740659610103,0.025498221281347
12,0.566666666666667,25.298421281347,0.0193736659610103
13,0.55,25.298421281347,0.025498221281347
14,0.533333333333333,25.298421281347,0.0193736659610103
15,0.5,18.9740659610103,0.213049110640674
16,0.583333333333333,31.6227766016838,0.0193736659610103
17,0.616666666666667,18.9740659610103,0.0316227766016838
18,0.566666666666667,31.6227766016838,0.0193736659610103
19,0.566666666666667,18.9740659610103,0.0193736659610103
20,0.583333333333333,31.6227766016838,0.0193736659610103
21,0.566666666666667,25.298421281347,0.025498221281347
22,0.583333333333333,25.298421281347,0.21917366596101
23,0.583333333333333,12.6497106406735,0.21917366596101
24,0.566666666666667,25.298421281347,0.213049110640674
25,0.55,18.9740659610103,0.213049110640674
26,0.6,18.9740659610103,0.0132491106406735
27,0.633333333333333,25.298421281347,0.0316227766016838
28,0.533333333333333,12.6497106406735,0.21917366596101
29,0.65,25.298421281347,0.0132491106406735
30,0.516666666666667,25.298421281347,0.0132491106406735
31,0.55,31.6227766016838,0.0132491106406735
32,0.566666666666667,12.6497106406735,0.21917366596101
33,0.583333333333333,25.298421281347,0.0132491106406735
34,0.6,25.298421281347,0.0193736659610103
35,0.516666666666667,19.1738659610103,0.025498221281347
36,0.566666666666667,12.6497106406735,0.0132491106406735
37,0.616666666666667,31.6227766016838,0.0316227766016838
38,0.55,25.298421281347,0.0316227766016838
39,0.6,25.298421281347,0.0132491106406735
40,0.616666666666667,25.298421281347,0.00712455532033676
41,0.6,31.6227766016838,0.0193736659610103
42,0.616666666666667,25.298421281347,0.0193736659610103
43,0.6,18.9740659610103,0.0193736659610103
44,0.566666666666667,18.9740659610103,0.0193736659610103
45,0.533333333333333,25.298421281347,0.21917366596101
46,0.483333333333333,18.9740659610103,0.0132491106406735
47,0.583333333333333,25.298421281347,0.025498221281347
48,0.6,25.298421281347,0.213049110640674
49,0.616666666666667,18.9740659610103,0.213049110640674
50,0.566666666666667,31.6227766016838,0.0132491106406735
51,0.6,31.6227766016838,0.00712455532033676
52,0.583333333333333,18.9740659610103,0.025498221281347
53,0.583333333333333,18.9740659610103,0.0193736659610103
54,0.566666666666667,25.298421281347,0.0316227766016838
55,0.566666666666667,18.9740659610103,0.0193736659610103
56,0.6,31.6227766016838,0.0193736659610103
57,0.533333333333333,25.298421281347,0.0193736659610103
58,0.516666666666667,25.298421281347,0.0193736659610103
59,0.516666666666667,25.298421281347,0.0193736659610103
60,0.566666666666667,18.9740659610103,0.0193736659610103
61,0.666666666666667,25.298421281347,0.0132491106406735
62,0.5,31.6227766016838,0.0132491106406735
63,0.633333333333333,31.6227766016838,0.0316227766016838
64,0.533333333333333,25.298421281347,6.34372898629777
65,0.566666666666667,25.298421281347,0.0193736659610103
66,0.566666666666667,25.298421281347,0.0193736659610103
67,0.55,25.298421281347,0.025498221281347
68,0.533333333333333,31.6227766016838,0.025498221281347
69,0.583333333333333,19.1738659610103,0.025498221281347
70,0.583333333333333,25.298421281347,0.0132491106406735
71,0.55,18.9740659610103,0.025498221281347
72,0.583333333333333,25.298421281347,0.0132491106406735
73,0.616666666666667,31.6227766016838,0.025498221281347
74,0.616666666666667,25.298421281347,0.0132491106406735
75,0.516666666666667,18.9740659610103,0.025498221281347
76,0.566666666666667,25.298421281347,0.025498221281347
77,0.583333333333333,25.298421281347,0.025498221281347
78,0.616666666666667,31.6227766016838,0.0132491106406735
79,0.583333333333333,18.9740659610103,0.025498221281347
80,0.483333333333333,25.298421281347,0.21917366596101
81,0.616666666666667,25.298421281347,0.0193736659610103
82,0.566666666666667,12.6497106406735,0.025498221281347
83,0.516666666666667,31.6227766016838,0.025498221281347
84,0.55,25.298421281347,0.025498221281347
85,0.616666666666667,18.9740659610103,0.025498221281347
86,0.616666666666667,31.6227766016838,0.0132491106406735
87,0.533333333333333,18.9740659610103,0.0193736659610103
88,0.6,25.298421281347,0.025498221281347
89,0.583333333333333,31.6227766016838,0.0132491106406735
90,0.566666666666667,18.9740659610103,0.0193736659610103
91,0.516666666666667,31.6227766016838,0.0132491106406735
92,0.55,25.298421281347,0.025498221281347
93,0.633333333333333,25.298421281347,0.0193736659610103
94,0.616666666666667,25.298421281347,0.025498221281347
95,0.533333333333333,18.9740659610103,0.025498221281347
96,0.616666666666667,25.298421281347,0.025498221281347
97,0.5,12.8495106406735,0.0193736659610103
98,0.6,31.6227766016838,0.025498221281347
99,0.633333333333333,31.6227766016838,0.0193736659610103
100,0.583333333333333,31.6227766016838,0.0132491106406735
